Time,std
17.0,0.3
34.0,0.4
51.0,0.458257569496
68.0,0.489897948557
71.5,0.489897948557
75.0,0.489897948557
92.0,0.5
95.5,0.5
112.5,0.489897948557
116.0,0.489897948557
119.5,0.489897948557
123.0,0.489897948557
126.5,0.489897948557
143.5,0.458257569496
160.5,0.4
177.5,0.538516480713
194.5,0.632455532034
211.5,0.7
215.0,0.7
232.0,0.6
235.5,0.6
252.5,0.640312423743
256.0,0.640312423743
273.0,0.489897948557
290.0,0.5
307.0,0.489897948557
324.0,0.458257569496
327.5,0.458257569496
331.0,0.458257569496
334.5,0.458257569496
338.0,0.458257569496
355.0,0.4
358.5,0.4
362.0,0.4
365.5,0.4
369.0,0.4
386.0,0.3
389.5,0.3
393.0,0.3
396.5,0.3
400.0,0.3
403.5,0.3
407.0,0.3
410.5,0.3
414.0,0.3
417.5,0.3
421.0,0.3
424.5,0.3
428.0,0.3
431.5,0.3
435.0,0.3
438.5,0.3
442.0,0.3
445.5,0.3
449.0,0.3
452.5,0.3
456.0,0.3
459.5,0.3
463.0,0.3
466.5,0.3
470.0,0.3
473.5,0.3
477.0,0.3
494.0,0.0
511.0,0.3
528.0,0.4
545.0,0.458257569496
562.0,0.489897948557
579.0,0.5
582.5,0.5
599.5,0.489897948557
616.5,0.458257569496
633.5,0.6
650.5,0.7
667.5,0.774596669241
671.0,0.774596669241
688.0,0.7
691.5,0.7
695.0,0.7
712.0,0.748331477355
715.5,0.748331477355
719.0,0.748331477355
722.5,0.748331477355
739.5,0.640312423743
756.5,0.663324958071
760.0,0.663324958071
763.5,0.663324958071
767.0,0.663324958071
770.5,0.663324958071
774.0,0.663324958071
777.5,0.663324958071
794.5,0.67082039325
811.5,0.663324958071
815.0,0.663324958071
832.0,0.458257569496
849.0,0.4
866.0,0.3
869.5,0.3
873.0,0.3
876.5,0.3
880.0,0.3
883.5,0.3
887.0,0.3
890.5,0.3
894.0,0.3
897.5,0.3
901.0,0.3
904.5,0.3
908.0,0.3
911.5,0.3
915.0,0.3
918.5,0.3
922.0,0.3
925.5,0.3
929.0,0.3
932.5,0.3
936.0,0.3
939.5,0.3
943.0,0.3
946.5,0.3
950.0,0.3
953.5,0.3
957.0,0.3
960.5,0.3
964.0,0.3
967.5,0.3
971.0,0.3
974.5,0.3
978.0,0.3
981.5,0.3
985.0,0.3
988.5,0.3
1005.5,0.0
1022.5,0.3
1039.5,0.4
1056.5,0.458257569496
1073.5,0.489897948557
1090.5,0.5
1094.0,0.5
1111.0,0.489897948557
1128.0,0.458257569496
1131.5,0.458257569496
1148.5,0.6
1165.5,0.7
1169.0,0.7
1186.0,0.774596669241
1203.0,0.830662386292
1206.5,0.830662386292
1210.0,0.830662386292
1227.0,0.748331477355
1244.0,0.781024967591
1261.0,0.663324958071
1278.0,0.67082039325
1281.5,0.67082039325
1285.0,0.67082039325
1288.5,0.67082039325
1292.0,0.67082039325
1295.5,0.67082039325
1299.0,0.67082039325
1302.5,0.67082039325
1306.0,0.67082039325
1309.5,0.67082039325
1313.0,0.67082039325
1316.5,0.67082039325
1320.0,0.67082039325
1323.5,0.67082039325
1327.0,0.67082039325
1330.5,0.67082039325
1334.0,0.67082039325
1351.0,0.663324958071
1354.5,0.663324958071
1358.0,0.663324958071
1375.0,0.458257569496
1378.5,0.458257569496
1382.0,0.458257569496
1385.5,0.458257569496
1389.0,0.458257569496
1392.5,0.458257569496
1396.0,0.458257569496
1413.0,0.4
1416.5,0.4
1420.0,0.4
1437.0,0.3
1454.0,0.4472135955
1457.5,0.4472135955
1474.5,0.538516480713
1491.5,0.6
1508.5,0.640312423743
1525.5,0.663324958071
1542.5,0.5
1546.0,0.5
1549.5,0.5
1566.5,0.489897948557
1570.0,0.489897948557
1573.5,0.489897948557
1577.0,0.489897948557
1580.5,0.489897948557
1597.5,0.458257569496
1614.5,0.4
1618.0,0.4
1621.5,0.4
1638.5,0.3
1642.0,0.3
1645.5,0.3
1649.0,0.3
1652.5,0.3
1656.0,0.3
1659.5,0.3
1676.5,0.0
1693.5,0.3
1710.5,0.4
1727.5,0.458257569496
1744.5,0.489897948557
1748.0,0.489897948557
1765.0,0.5
1782.0,0.489897948557
1785.5,0.489897948557
1789.0,0.489897948557
1792.5,0.489897948557
1809.5,0.458257569496
1826.5,0.4
1843.5,0.538516480713
1860.5,0.632455532034
1864.0,0.632455532034
1881.0,0.7
1884.5,0.7
1901.5,0.748331477355
1905.0,0.748331477355
1908.5,0.748331477355
1925.5,0.640312423743
1929.0,0.640312423743
1946.0,0.663324958071
1949.5,0.663324958071
1966.5,0.67082039325
1970.0,0.67082039325
1973.5,0.67082039325
1977.0,0.67082039325
1994.0,0.489897948557
2011.0,0.458257569496
2014.5,0.458257569496
2018.0,0.458257569496
2021.5,0.458257569496
2038.5,0.4
2055.5,0.3
2072.5,0.4472135955
2089.5,0.538516480713
2093.0,0.538516480713
2096.5,0.538516480713
2113.5,0.6
2130.5,0.458257569496
2147.5,0.489897948557
2164.5,0.5
2168.0,0.5
2185.0,0.489897948557
2188.5,0.489897948557
2205.5,0.458257569496
2222.5,0.4
2239.5,0.538516480713
2256.5,0.632455532034
2260.0,0.632455532034
2263.5,0.632455532034
2280.5,0.7
2297.5,0.748331477355
2314.5,0.781024967591
2318.0,0.781024967591
2335.0,0.663324958071
2338.5,0.663324958071
2342.0,0.663324958071
2345.5,0.663324958071
2349.0,0.663324958071
2366.0,0.67082039325
2383.0,0.663324958071
2386.5,0.663324958071
2390.0,0.663324958071
2407.0,0.458257569496
2424.0,0.4
2427.5,0.4
2431.0,0.4
2434.5,0.4
2438.0,0.4
2441.5,0.4
2445.0,0.4
2462.0,0.3
2479.0,0.4472135955
2482.5,0.4472135955
2499.5,0.538516480713
2516.5,0.4
2520.0,0.4
2523.5,0.4
2540.5,0.458257569496
2557.5,0.489897948557
2574.5,0.5
2591.5,0.489897948557
2608.5,0.458257569496
2625.5,0.4
2629.0,0.4
2632.5,0.4
2636.0,0.4
2653.0,0.3
2656.5,0.3
2660.0,0.3
2663.5,0.3
2667.0,0.3
2670.5,0.3
2674.0,0.3
2677.5,0.3
2694.5,0.0
2711.5,0.3
2728.5,0.4
2745.5,0.458257569496
2762.5,0.489897948557
2779.5,0.5
2796.5,0.663324958071
2813.5,0.781024967591
2830.5,0.748331477355
2834.0,0.748331477355
2851.0,0.7
2868.0,0.632455532034
2885.0,0.538516480713
2902.0,0.6
2919.0,0.640312423743
2936.0,0.663324958071
2939.5,0.663324958071
2956.5,0.67082039325
2973.5,0.663324958071
2977.0,0.663324958071
2980.5,0.663324958071
2984.0,0.663324958071
2987.5,0.663324958071
2991.0,0.663324958071
2994.5,0.663324958071
3011.5,0.640312423743
3015.0,0.640312423743
3018.5,0.640312423743
3022.0,0.640312423743
3025.5,0.640312423743
3042.5,0.4
3046.0,0.4
3049.5,0.4
3053.0,0.4
3056.5,0.4
3060.0,0.4
3077.0,0.3
3080.5,0.3
3084.0,0.3
3087.5,0.3
3091.0,0.3
3094.5,0.3
3098.0,0.3
3101.5,0.3
3118.5,0.0
3135.5,0.3
3152.5,0.4
3156.0,0.4
3159.5,0.4
3176.5,0.458257569496
3193.5,0.489897948557
3210.5,0.5
3227.5,0.489897948557
3231.0,0.489897948557
3234.5,0.489897948557
3251.5,0.458257569496
3255.0,0.458257569496
3272.0,0.6
3289.0,0.538516480713
3306.0,0.632455532034
3309.5,0.632455532034
3326.5,0.7
3330.0,0.7
3333.5,0.7
3350.5,0.748331477355
3354.0,0.748331477355
3371.0,0.640312423743
3388.0,0.663324958071
3405.0,0.67082039325
3422.0,0.663324958071
3425.5,0.663324958071
3429.0,0.663324958071
3446.0,0.640312423743
3449.5,0.640312423743
