Time,std
17.0,0.3
34.0,0.4
35.8,0.458257569496
52.8,0.489897948557
69.8,0.5
86.8,0.663324958071
103.8,0.781024967591
107.8,0.781024967591
109.6,0.871779788708
126.6,0.943398113206
143.6,1.09544511501
160.6,1.04403065089
177.6,1.16619037897
194.6,1.26885775404
211.6,1.2
228.6,1.20415945788
245.6,1.2
262.6,1.26885775404
279.6,1.32664991614
283.6,1.32664991614
287.6,1.32664991614
291.6,1.32664991614
308.6,1.3
312.6,1.3
316.6,1.3
333.6,1.3416407865
337.6,1.3416407865
341.6,1.3416407865
345.6,1.3416407865
349.6,1.3416407865
366.6,1.22065556157
370.6,1.22065556157
374.6,1.22065556157
378.6,1.22065556157
382.6,1.22065556157
386.6,1.22065556157
390.6,1.22065556157
407.6,1.16619037897
424.6,1.00498756211
428.6,1.00498756211
432.6,1.00498756211
434.4,1.01980390272
451.4,1.11803398875
468.4,1.11355287257
485.4,1.1874342087
502.4,1.24899959968
519.4,1.04403065089
523.4,1.04403065089
540.4,1.09544511501
544.4,1.09544511501
561.4,1.13578166916
563.2,1.16619037897
580.2,1.26885775404
582.0,1.35646599663
599.0,1.43178210633
616.0,1.28062484749
617.8,1.41774468788
634.8,1.53622914957
651.8,1.51327459504
668.8,1.67332005307
685.8,1.57797338381
702.8,1.4
719.8,1.41774468788
736.8,1.42828568571
753.8,1.5
755.6,1.62480768093
772.6,1.55241746963
789.6,1.53622914957
806.6,1.51327459504
823.6,1.67332005307
840.6,1.64012194669
857.6,1.66132477258
874.6,1.73493515729
891.6,1.62480768093
908.6,1.43178210633
925.6,1.49666295471
942.6,1.48660687473
959.6,1.6
976.6,1.57797338381
980.6,1.57797338381
997.6,1.67332005307
1001.6,1.67332005307
1003.4,1.75783958312
1020.4,1.66132477258
1037.4,1.67630546142
1054.4,1.8
1071.4,1.62788205961
1075.4,1.62788205961
1092.4,1.56204993518
1096.4,1.56204993518
1113.4,1.67630546142
1117.4,1.67630546142
1134.4,1.53622914957
1136.2,1.64012194669
1153.2,1.67332005307
1170.2,1.64012194669
1187.2,1.66132477258
1204.2,1.55241746963
1221.2,1.68522995464
1238.2,1.56524758425
1255.2,1.49666295471
1272.2,1.48660687473
1289.2,1.53622914957
1306.2,1.64012194669
1323.2,1.67332005307
1340.2,1.57797338381
1344.2,1.57797338381
1348.2,1.57797338381
1365.2,1.6
1367.0,1.67630546142
1384.0,1.49666295471
1401.0,1.62788205961
1418.0,1.74355957742
1422.0,1.74355957742
1439.0,1.73493515729
1443.0,1.73493515729
1460.0,1.66132477258
1477.0,1.7
1494.0,1.73205080757
1498.0,1.73205080757
1515.0,1.75783958312
1532.0,1.6
1536.0,1.6
1553.0,1.67630546142
1557.0,1.67630546142
1574.0,1.74355957742
1578.0,1.74355957742
1582.0,1.74355957742
1599.0,1.56524758425
1603.0,1.56524758425
1620.0,1.62480768093
1621.8,1.67630546142
1638.8,1.66132477258
1655.8,1.7
1672.8,1.61245154966
1674.6,1.7
1691.6,1.77763888346
1708.6,1.84661853126
1725.6,1.90787840283
1742.6,2.01246117975
1759.6,2.10713075057
1776.6,2.14709105536
1793.6,2.08806130178
1810.6,2.16564078277
1827.6,2.0
1829.4,2.07123151772
1846.4,1.88679622641
1863.4,1.73493515729
1880.4,1.8547236991
1897.4,1.8574175621
1914.4,1.95959179423
1918.4,1.95959179423
1935.4,2.05182845287
1939.4,2.05182845287
1956.4,2.03960780544
1973.4,2.07123151772
1990.4,2.09761769634
2007.4,2.02237484162
2011.4,2.02237484162
2028.4,1.98997487421
2045.4,2.05182845287
2062.4,1.90787840283
2079.4,1.80277563773
2096.4,1.74355957742
2100.4,1.74355957742
2117.4,1.73493515729
2121.4,1.73493515729
2138.4,1.72046505341
2155.4,1.75783958312
2157.2,1.788854382
2174.2,1.86815416923
2178.2,1.86815416923
2195.2,1.93907194297
2197.0,2.00249843945
2214.0,2.10713075057
2231.0,2.15638586528
2248.0,2.15406592285
2265.0,2.19317121995
2282.0,2.22710574513
2283.8,2.3
2300.8,2.40831891576
2317.8,2.46779253585
2334.8,2.22710574513
2338.8,2.22710574513
2355.8,2.00249843945
2359.8,2.00249843945
2376.8,2.0591260282
2393.8,2.01246117975
2410.8,2.00997512422
2427.8,2.1
2431.8,2.1
2433.6,2.18174242293
2450.6,2.21133443875
2467.6,2.0
2469.4,2.11896201004
2486.4,2.13541565041
2503.4,2.23830292856
2520.4,2.24499443206
2537.4,2.10950231097
2554.4,1.90787840283
2571.4,2.00249843945
2588.4,2.03960780544
2605.4,1.97230829233
2622.4,2.09761769634
2639.4,1.97230829233
2656.4,1.88679622641
2673.4,2.00249843945
2690.4,1.95959179423
2694.4,1.95959179423
2711.4,1.96214168703
2715.4,1.96214168703
2732.4,2.00997512422
2736.4,2.00997512422
2753.4,2.05182845287
2755.2,2.13541565041
2772.2,2.21133443875
2789.2,2.32379000772
2806.2,2.3
2808.0,2.4
2825.0,2.49198715888
2842.0,2.28910462845
2859.0,2.41867732449
2876.0,2.45764114549
2893.0,2.41039415864
2910.0,2.22710574513
2927.0,2.11896201004
2944.0,2.04939015319
2961.0,2.02237484162
2962.8,2.13541565041
2979.8,2.1
2996.8,2.10713075057
3013.8,2.15638586528
3030.8,2.24499443206
3047.8,2.36854385647
3064.8,2.4819347292
3066.6,2.58650343128
3083.6,2.52982212813
3100.6,2.5079872408
3102.4,2.63818119165
3119.4,2.64764045897
3136.4,2.65329983228
3153.4,2.76586333719
3170.4,2.57681974535
3187.4,2.53179778023
3204.4,2.67581763205
3221.4,2.66270539114
3238.4,2.75680975042
3255.4,2.77308492477
3272.4,2.89136645896
3289.4,2.93428015022
3291.2,3.03973683071
3308.2,2.90688837075
3325.2,3.03973683071
3342.2,3.16385840391
3359.2,3.05941170816
3376.2,2.98161030318
3393.2,3.03315017762
3410.2,3.01496268634
3427.2,3.09192496675
3444.2,2.9
3448.2,2.9
3452.2,2.9
3469.2,2.7276363394
3473.2,2.7276363394
3490.2,2.65518360947
3492.0,2.76405499222
3509.0,2.9
3513.0,2.9
3514.8,3.02654919008
3531.8,2.9478805946
3548.8,2.89827534924
3565.8,2.84429253067
3582.8,2.95972971739
3599.8,3.1
3616.8,3.03973683071
3633.8,3.0083217913
3637.8,3.0083217913
3654.8,2.83548937575
3671.8,2.68514431642
3688.8,2.82134719593
3705.8,2.73678643668
3722.8,2.60768096208
3739.8,2.54754784057
3756.8,2.52190404258
3773.8,2.45153013443
3790.8,2.45764114549
3807.8,2.5
3811.8,2.5
3828.8,2.37486841741
3845.8,2.32594066992
3849.8,2.32594066992
3866.8,2.35796522451
3883.8,2.4269322199
3887.8,2.4269322199
3889.6,2.52982212813
3906.6,2.62488094968
3923.6,2.74954541697
3940.6,2.64764045897
3957.6,2.57681974535
3974.6,2.45967477525
3991.6,2.33238075794
4008.6,2.45153013443
4010.4,2.56124969497
4027.4,2.5079872408
4044.4,2.52982212813
4061.4,2.46779253585
4078.4,2.6
4095.4,2.57099202644
4112.4,2.53771550809
4114.2,2.65518360947
4131.2,2.8
4148.2,2.9
4165.2,2.95972971739
4182.2,2.84429253067
4199.2,2.72029410175
4216.2,2.80891438104
4233.2,2.92574776767
4235.0,3.0347981811
4252.0,2.93938769134
4269.0,2.83725219182
4286.0,2.97321374946
4290.0,2.97321374946
4307.0,2.9
4324.0,3.02654919008
4341.0,2.98161030318
4358.0,2.82842712475
4359.8,2.9478805946
4376.8,3.02654919008
4393.8,3.00166620396
4410.8,2.87054001888
4427.8,2.83725219182
4444.8,2.93938769134
4461.8,2.83019433962
4478.8,2.95972971739
4495.8,2.9478805946
4499.8,2.9478805946
4501.6,3.06594194335
4518.6,2.98161030318
4535.6,3.12409987036
4552.6,3.00166620396
