Time,RejRate,AcceptRate
17.0,0.0,1.0
34.0,0.0,1.0
38.0,0.333333333333,0.666666666667
55.0,0.25,0.75
72.0,0.2,0.8
76.0,0.333333333333,0.666666666667
93.0,0.285714285714,0.714285714286
110.0,0.25,0.75
127.0,0.222222222222,0.777777777778
144.0,0.2,0.8
148.0,0.272727272727,0.727272727273
152.0,0.333333333333,0.666666666667
169.0,0.307692307692,0.692307692308
173.0,0.357142857143,0.642857142857
177.0,0.4,0.6
194.0,0.375,0.625
198.0,0.411764705882,0.588235294118
202.0,0.444444444444,0.555555555556
219.0,0.421052631579,0.578947368421
236.0,0.4,0.6
240.0,0.428571428571,0.571428571429
244.0,0.454545454545,0.545454545455
261.0,0.434782608696,0.565217391304
265.0,0.458333333333,0.541666666667
269.0,0.48,0.52
273.0,0.5,0.5
290.0,0.481481481481,0.518518518519
294.0,0.5,0.5
311.0,0.48275862069,0.51724137931
315.0,0.5,0.5
319.0,0.516129032258,0.483870967742
323.0,0.53125,0.46875
327.0,0.545454545455,0.454545454545
331.0,0.558823529412,0.441176470588
335.0,0.571428571429,0.428571428571
352.0,0.555555555556,0.444444444444
356.0,0.567567567568,0.432432432432
360.0,0.578947368421,0.421052631579
364.0,0.589743589744,0.410256410256
368.0,0.6,0.4
385.0,0.585365853659,0.414634146341
389.0,0.595238095238,0.404761904762
393.0,0.604651162791,0.395348837209
397.0,0.613636363636,0.386363636364
401.0,0.622222222222,0.377777777778
405.0,0.630434782609,0.369565217391
409.0,0.63829787234,0.36170212766
413.0,0.645833333333,0.354166666667
417.0,0.65306122449,0.34693877551
421.0,0.66,0.34
425.0,0.666666666667,0.333333333333
429.0,0.673076923077,0.326923076923
433.0,0.679245283019,0.320754716981
450.0,0.666666666667,0.333333333333
454.0,0.672727272727,0.327272727273
458.0,0.678571428571,0.321428571429
475.0,0.666666666667,0.333333333333
479.0,0.672413793103,0.327586206897
483.0,0.677966101695,0.322033898305
487.0,0.683333333333,0.316666666667
504.0,0.672131147541,0.327868852459
521.0,0.661290322581,0.338709677419
538.0,0.650793650794,0.349206349206
555.0,0.640625,0.359375
559.0,0.646153846154,0.353846153846
576.0,0.636363636364,0.363636363636
593.0,0.626865671642,0.373134328358
597.0,0.632352941176,0.367647058824
614.0,0.623188405797,0.376811594203
631.0,0.614285714286,0.385714285714
648.0,0.605633802817,0.394366197183
652.0,0.611111111111,0.388888888889
669.0,0.602739726027,0.397260273973
686.0,0.594594594595,0.405405405405
690.0,0.6,0.4
707.0,0.592105263158,0.407894736842
724.0,0.584415584416,0.415584415584
728.0,0.589743589744,0.410256410256
745.0,0.582278481013,0.417721518987
762.0,0.575,0.425
766.0,0.58024691358,0.41975308642
770.0,0.585365853659,0.414634146341
787.0,0.578313253012,0.421686746988
791.0,0.583333333333,0.416666666667
808.0,0.576470588235,0.423529411765
812.0,0.581395348837,0.418604651163
829.0,0.574712643678,0.425287356322
833.0,0.579545454545,0.420454545455
837.0,0.584269662921,0.415730337079
841.0,0.588888888889,0.411111111111
858.0,0.582417582418,0.417582417582
862.0,0.586956521739,0.413043478261
866.0,0.591397849462,0.408602150538
870.0,0.595744680851,0.404255319149
874.0,0.6,0.4
878.0,0.604166666667,0.395833333333
882.0,0.60824742268,0.39175257732
886.0,0.612244897959,0.387755102041
890.0,0.616161616162,0.383838383838
907.0,0.61,0.39
911.0,0.613861386139,0.386138613861
915.0,0.617647058824,0.382352941176
932.0,0.611650485437,0.388349514563
949.0,0.605769230769,0.394230769231
966.0,0.6,0.4
970.0,0.603773584906,0.396226415094
987.0,0.598130841121,0.401869158879
1004.0,0.592592592593,0.407407407407
1021.0,0.587155963303,0.412844036697
1025.0,0.590909090909,0.409090909091
1042.0,0.585585585586,0.414414414414
1046.0,0.589285714286,0.410714285714
